6670,8-gatsu no Symphony: Shibuya 2002-2003,6.61,Music,2,1,22-Aug-09,Unknown,WAO World,11,1 hr. 52 min.,5,9937
6671,Byeolnala Samchongsa,5.57,"Adventure, Sci-Fi",2,1,21-Jul-79,Sunwoo Entertainment,Unknown,0,1 hr. 6 min.,4,13024
6672,Video Senshi Lezarion,6.41,"Action, Mecha, Sci-Fi",3,45,"Mar 4, 1984 to Feb 3, 1985",Unknown,Toei Animation,0,24 min. per ep.,5,10924
6674,Reporter Blues,6.43,"Mystery, Comedy",3,52,"Oct 3, 1991 to Nov 8, 1991",Unknown,TMS Entertainment,5,22 min. per ep.,5,11159
6675,Redline,8.29,"Action, Sci-Fi, Cars, Sports",2,1,14-Aug-09,Tohokushinsha Film Corporation,Madhouse,5,1 hr. 42 min.,3,563
6676,Asura Cryin' 2,7.31,"Action, Supernatural, Mecha",3,13,"Oct 1, 2009 to Dec 24, 2009","TV Tokyo, Starchild Records, Raku High Student Council",Seven Arcs,8,24 min. per ep.,5,2088
6680,Doujouji,6,"Supernatural, Historical",2,1,1976,Kadokawa Pictures Japan,Unknown,5,18 min.,5,9661
6682,11eyes,6.16,"Action, Ecchi, Super Power, Supernatural",3,12,"Oct 7, 2009 to Dec 23, 2009","Marvelous, Pony Canyon, feng",Doga Kobo,3,25 min. per ep.,2,710
6684,Marie & Gali Special,5.62,Comedy,4,1,2-Jun-09,Unknown,Toei Animation,5,4 min.,6,11586
6685,Mesu Kyoushi: Injoku no Kyoushitsu,6.31,Hentai,0,3,"Jun 25, 2009 to May 21, 2010","Milky Animation Label, MS Pictures, Anime Antenna Iinkai",Unknown,3,30 min. per ep.,1,6760
6686,Chinetsu Karte: The Devilish Cherry,6.65,Hentai,0,2,"Jun 26, 2009 to Jul 31, 2009",Unknown,Suzuki Mirano,4,30 min. per ep.,1,6536
6687,Chinyuuki: Tarou to Yukai na Nakama-tachi,Unknown,Comedy,0,3,"Jun 12, 2009 to Aug 7, 2009","Panda Factory, Liverpool, Shueisha",Unknown,0,40 min. per ep.,5,12986
6688,Batain Lai!! Minami no Shima no Mizu Monogatari,6.13,"Slice of Life, Historical",2,1,9-May-09,Mushi Production,Unknown,0,1 hr. 30 min.,6,11221
6689,Hitozuma Koukan Nikki,6.07,Hentai,0,2,"Jul 10, 2009 to Oct 9, 2009",Digital Works,Unknown,3,30 min. per ep.,1,7012
6690,Anata dake Konbanwa,6.87,"Harem, Hentai",0,5,"Jul 25, 2009 to Oct 21, 2011",Milky Animation Label,AIC,5,25 min. per ep.,1,5656
6691,Elf no Futagohime: Willan to Arsura,6.05,Hentai,0,1,31-Jul-09,Cotton Doll,T-Rex,3,30 min.,1,7538
6692,Mama Puri!?,6.77,Hentai,0,2,"Aug 14, 2009 to Nov 13, 2009",Digital Works,Unknown,3,30 min. per ep.,1,6276
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,6.23,"Comedy, Kids",2,1,22-Aug-09,Yahoo! Japan,Tatsunoko Production,0,1 hr. 34 min.,6,11106
6694,Triangle Blue,6.03,Hentai,0,2,"Aug 28, 2009 to Jan 29, 2010",Unknown,PoRO,3,30 min. per ep.,1,6008
6695,Mangchi,6,"Adventure, Comedy, Fantasy",2,1,6-Aug-04,Unknown,Unknown,0,1 hr. 12 min.,4,10606
6701,Jim Button,Unknown,"Kids, Adventure, Fantasy, Magic",3,26,"Oct 4, 1974 to Mar 28, 1975",Unknown,Eiken,11,23 min. per ep.,4,13118
6702,Fairy Tail,7.68,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",3,175,"Oct 12, 2009 to Mar 30, 2013","TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create","Satelight, A-1 Pictures",4,24 min. per ep.,5,32
6704,Queen's Blade: Rurou no Senshi Specials,6,"Action, Adventure, Ecchi, Fantasy",4,6,"Jun 25, 2009 to Nov 25, 2009","Genco, Media Factory, Hobby Japan",Arms,13,3 min. per ep.,3,4395
6705,Tayutayu: Pure My Heart,6.39,Comedy,4,6,"Jun 25, 2009 to Nov 25, 2009",Media Factory,SILVER LINK.,0,3 min. per ep.,5,5696
6707,Kuroshitsuji II,7.22,"Action, Comedy, Historical, Demons, Supernatural, Shounen",3,12,"Jul 2, 2010 to Sep 17, 2010","Aniplex, Square Enix, Mainichi Broadcasting System",A-1 Pictures,4,24 min. per ep.,2,298
6709,Ai Yori Aoshi: Yumegatari,6.79,"Comedy, Harem, Romance, Slice of Life",4,1,1-Apr-02,Unknown,J.C.Staff,4,4 min.,5,5013
6712,Natsu no Arashi! Akinaichuu,7.32,"Comedy, Romance, Supernatural",3,13,"Oct 5, 2009 to Dec 28, 2009","TV Tokyo Music, GANSIS",Shaft,4,24 min. per ep.,5,3903
6713,Ranma ½: Nettou Uta Gassen,7.17,"Comedy, Music",0,2,"Nov 7, 1990 to Nov 21, 1990",Kitty Films,Unknown,0,25 min. per ep.,5,6137
6714,Dragon Ball Z: Atsumare! Gokuu World,6.48,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",0,1,28-Jan-92,Unknown,Toei Animation,4,30 min.,6,3899
6718,Yamato 2520,5.78,"Action, Military, Sci-Fi, Adventure",0,3,"Nov 21, 1994 to Aug 25, 1996",Unknown,Studio Take Off,5,57 min. per ep.,5,9569
6721,Ankoku Cat,5.79,"Action, Comedy",5,6,"Dec 19, 2006 to May 13, 2008",Unknown,Fanworks,5,6 min. per ep.,6,8572
6726,Hanasakeru Seishounen Recaps,6.79,"Drama, Romance, Shoujo",4,3,"Jun 28, 2009 to Oct 18, 2009",Unknown,Studio Pierrot,4,24 min. per ep.,5,7257
6727,Mechakko Dotakon,Unknown,"Comedy, Sci-Fi",3,28,"Apr 4, 1981 to Oct 10, 1981",Kokusai Eigasha,Unknown,0,25 min. per ep.,6,13336
6728,Helen Keller Monogatari: Ai to Hikari no Tenshi,6.38,Drama,2,1,5-May-81,TV Asahi,Unknown,0,1 hr. 12 min.,6,11576
6730,Tonde Mon Pe,Unknown,Kids,3,42,"Jun 5, 1982 to Apr 2, 1983",Asahi Broadcasting,Unknown,0,23 min. per ep.,6,13888
6731,Ultraman Kids no Kotowaza Monogatari,6.04,"Comedy, Kids, Super Power",3,26,"Apr 16, 1986 to Nov 19, 1986",TBS,Unknown,13,7 min. per ep.,4,11981
6733,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,6.51,"Space, Drama, Sci-Fi",4,1,11-Oct-79,Unknown,Toei Animation,4,1 hr. 33 min.,6,9632
6734,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,6.82,"Sci-Fi, Space",4,1,3-Apr-80,Unknown,Unknown,4,48 min.,5,9591
6735,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,6.58,"Sci-Fi, Space",4,1,2-Oct-80,Unknown,Unknown,4,1 hr. 33 min.,6,9710
6736,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.65,"Mystery, Seinen, Supernatural, Thriller",4,1,22-May-09,Unknown,Madhouse,2,16 min.,2,5903
6741,Makai Senki Disgaea: Welcome to Netherworld,6.75,"Action, Comedy, Demons, Magic, Fantasy",4,1,23-Feb-06,Unknown,Unknown,9,5 min.,5,6799
6743,Utawarerumono OVA Picture Drama,6.42,"Comedy, Fantasy",4,3,"Jun 24, 2009 to Jun 23, 2010",Frontier Works,Unknown,0,18 min. per ep.,5,6647
6746,Durarara!!,8.18,"Action, Mystery, Supernatural",3,24,"Jan 8, 2010 to Jun 25, 2010","Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works, Sakura Create",Brain's Base,8,24 min. per ep.,2,57
6747,Dance in the Vampire Bund,7.06,"Action, Supernatural, Vampire",3,12,"Jan 7, 2010 to Apr 1, 2010","Genco, Media Factory, Rakuonsha, AT-X, flying DOG",Shaft,4,24 min. per ep.,3,781
6748,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6.64,"Comedy, Magic",4,1,14-Jun-09,Unknown,Nomad,8,23 min.,5,6084
6749,Tennis no Ouji-sama: The Band of Princes Film Kick the Future,6.94,"Action, Music",6,1,21-Dec-03,Unknown,Unknown,0,11 min.,5,6612
6758,Tatakau Shisho: The Book of Bantorra,7.24,"Action, Fantasy, Seinen, Super Power",3,27,"Oct 2, 2009 to Apr 2, 2010","Geneon Universal Entertainment, Sakura Create, Atelier Musa",David Production,8,24 min. per ep.,2,2135
6759,Cynical Hysterie Hour: Trip Coaster,Unknown,"Comedy, Slice of Life",2,1,24-Dec-88,Unknown,Unknown,0,8 min.,6,14126
6760,Cynical Hysterie Hour: Henshin!,Unknown,Comedy,2,1,4-Feb-89,Unknown,Unknown,0,8 min.,6,14264
6761,Cynical Hysterie Hour: Yoru wa Tanoshii,Unknown,Comedy,2,1,8-Apr-89,Unknown,Unknown,0,8 min.,6,14349
6762,Cynical Hysterie Hour: Utakata no Uta,Unknown,Comedy,2,1,24-Jun-89,Unknown,Unknown,0,8 min.,6,14007
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.82,"Action, Military, Super Power, Mecha",0,1,24-Jul-09,Unknown,Sunrise,5,1 hr. 56 min.,2,2543
6769,Mura Matsuri,5.06,Music,2,1,14-Oct-30,Unknown,Unknown,5,2 min.,6,9118
6771,Dorimogu Daa!!,Unknown,"Adventure, Fantasy, Kids",3,49,"Oct 15, 1986 to Oct 8, 1987",Unknown,Unknown,0,25 min. per ep.,4,12900
6772,Break Blade 1: Kakusei no Toki,7.67,"Action, Fantasy, Mecha, Military, Shounen",2,1,29-May-10,"Bandai Visual, Lantis, KlockWorx, Flex Comix, Fields","Production I.G, Xebec",4,51 min.,2,1714
6773,Shakugan no Shana III (Final),7.56,"Action, Supernatural, Drama, Romance, Fantasy",3,24,"Oct 8, 2011 to Mar 24, 2012","Geneon Universal Entertainment, Warner Bros. Japan, ASCII Media Works, Showgate",J.C.Staff,8,23 min. per ep.,5,716
6774,Kuuchuu Buranko,7.96,"Comedy, Psychological, Drama, Seinen",3,11,"Oct 15, 2009 to Dec 24, 2009","Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Bungeishunjuu",Toei Animation,2,23 min. per ep.,2,1766
6777,Densha Kamo Shirenai,5.63,Music,6,1,"Jun, 2002",Unknown,Unknown,15,4 min.,6,11021
6779,Pokonyan!,6.63,"Comedy, Fantasy, Kids, Magic",3,170,"Apr 5, 1993 to Mar 29, 1996","Shogakukan-Shueisha Productions, NHK, Animation 21",Unknown,0,10 min. per ep.,4,11436
6783,ef: A Tale of Memories. - Recollections,7.33,"Mystery, Drama, Romance",4,1,26-Sep-08,Rondo Robe,Shaft,3,58 min.,5,4517
6787,Goulart Knights: Evoked the Beginning Black,5.77,"Action, Drama, Fantasy, Shoujo, Supernatural",0,1,25-Dec-10,Lantis,Studio Blanc,5,22 min.,5,4834
6791,Kanokon: Manatsu no Dai Shanikusai,6.58,"Ecchi, Romance, Slice of Life",0,2,"Oct 4, 2009 to Oct 11, 2009",Unknown,Xebec,8,25 min. per ep.,3,2617
6792,Mobile Suit SD Gundam Mk V,5.78,"Parody, Comedy, Mecha, Sci-Fi",0,3,25-Oct-90,"Bandai Visual, Sotsu",Sunrise,0,12 min. per ep.,6,8688
6793,"Kuroshitsuji: Sono Shitsuji, Kougyou",7.55,"Comedy, Demons, Historical, Shounen, Supernatural",4,1,30-Sep-09,Unknown,A-1 Pictures,4,26 min.,5,1495
6794,Kurokami: Tora to Tsubasa,6.87,"Action, Super Power, Martial Arts, Seinen",4,1,22-Dec-09,Unknown,Sunrise,4,23 min.,2,5281
6795,Genius Party Beyond,7.23,"Sci-Fi, Music, Dementia, Fantasy",2,5,11-Oct-08,Beyond C.,Studio 4°C,5,15 min. per ep.,2,4002
6796,Kyuukyoku Choujin R,6.31,"Sci-Fi, Comedy",0,1,24-Oct-91,"Shogakukan-Shueisha Productions, Bandai",Studio Coa,4,1 hr. 13 min.,5,10131
6797,Docchi ni Suru?,5.55,"Comedy, Kids",2,1,1999,"Dentsu, Yamamura Animation, Inc.",Unknown,0,10 min.,6,11367
6798,Saa Ikou! Tamagotchi,5.77,Kids,3,12,"Nov 29, 2007 to Feb 14, 2008",Bandai,OLM,0,2 min. per ep.,6,10923
6800,Transformers: Scramble City,5.82,"Action, Sci-Fi, Mecha, Shounen",0,1,"Apr, 1986",Takara,Toei Animation,0,23 min.,5,9561
6802,So Ra No Wo To,7.56,"Military, Sci-Fi, Music, Slice of Life",3,12,"Jan 5, 2010 to Mar 23, 2010","TV Tokyo, Aniplex",A-1 Pictures,5,24 min. per ep.,5,1090
6809,Toshi Densetsu Monogatari Hikiko,5.96,Horror,0,1,8-Aug-08,Unknown,Unknown,5,40 min.,2,6736
6811,InuYasha: Kanketsu-hen,8.22,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",3,26,"Oct 4, 2009 to Mar 30, 2010","Aniplex, YTV, Shogakukan",Sunrise,4,24 min. per ep.,5,692
6822,Ukkari Pénélope (2009),Unknown,"Comedy, Slice of Life",3,26,"Jun 29, 2009 to Jan 2, 2010",NHK,Nippon Animation,0,5 min. per ep.,6,12245
6823,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,4.73,Fantasy,2,1,13-Apr-34,Unknown,Unknown,13,7 min.,6,10622
6827,Suzume no Oyado,5.35,Fantasy,2,1,1936,Unknown,Unknown,0,10 min.,6,11639
6828,Ohi-sama to Kaeru,4.35,Comedy,2,1,1936,Unknown,Unknown,5,1 min.,6,11567
6829,Izakaya no Ichiya,5.28,Action,2,1,6-Jun-36,Unknown,Unknown,5,10 min.,6,10939
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,4.75,"Action, Historical, Samurai",2,1,1935,Unknown,Unknown,5,1 min.,6,11105
6831,Hinomaru Hatanosuke: Bakemonoyashiki no Maki,4.86,Supernatural,2,1,1935,Unknown,Unknown,5,1 min.,6,10631
6832,Shoujouji no Tanuki-bayashi Ban Danemon,5.16,Supernatural,2,1,1935,Unknown,Unknown,5,9 min.,6,10212
6833,Ninjutsu Hinotama Kozou: Edo no Maki,4.08,Action,2,1,9-Nov-35,Unknown,Unknown,5,1 min.,6,10570
6834,Taa-chan no Kaitei Ryokou,4.39,Adventure,2,1,26-Mar-35,Unknown,Unknown,5,1 min.,6,10662
6835,Umi no Mizu wa Naze Karai,5.7,Historical,2,1,12-Sep-35,Unknown,Unknown,5,10 min.,6,10428
6836,Issunboushi: Chibisuke Monogatari,5.08,"Action, Samurai",2,1,8-May-35,Unknown,Unknown,5,9 min.,6,10737
6837,Tengu Taiji,5.09,Comedy,2,1,26-Jun-34,Unknown,Unknown,5,8 min.,6,10503
6838,Dekobou no Jidousha Ryokou,4.16,"Adventure, Cars",2,1,1934,Unknown,Unknown,5,1 min.,6,10210
6839,Hinomaru Tarou: Musha Shugyou no Maki,4.87,"Action, Samurai",2,1,1936,Unknown,Unknown,5,5 min.,6,11336
6840,Maabou no Daikyousou,4.64,"Comedy, Sports",2,1,1936,Unknown,Unknown,5,1 min.,6,10816
6841,Maabou no Kinoshita Toukichirou,5.12,Samurai,2,1,5-Dec-38,Unknown,Unknown,5,6 min.,6,10603
6842,Oyoge ya Oyoge,5.08,Sports,2,1,1939,Unknown,Unknown,5,10 min.,6,11677
6843,Kangaroo no Tanjoubi,5.36,Adventure,2,1,"Feb, 1941",Unknown,Unknown,5,9 min.,6,10934
6844,Osaru no Sankichi: Boukuusen,4.49,Military,2,1,1942,Unknown,Unknown,5,3 min.,6,10738
6846,Kuma ni Kuwarenu Otoko,5.16,"Adventure, Music",2,1,1948,Unknown,Unknown,5,9 min.,6,11753
6847,Gulliver Funtouki,5.21,Adventure,2,1,1950,Unknown,Unknown,11,9 min.,6,11635
6848,Doubutsu Mura no Daisodou,5.13,Action,2,1,1942,Unknown,Unknown,5,8 min.,6,11566
6849,Bouken Dankichi: Hyouryuu no Maki,4.61,Adventure,2,1,1934,Unknown,Unknown,5,1 min.,6,10949
6850,Norakuro Shoui: Nichiyoubi no Kaijiken,4.87,"Action, Military",2,1,1933,Unknown,Unknown,4,1 min.,6,11074
6851,Kaitei no Boukun,4.52,Adventure,2,1,1933,Unknown,Unknown,5,1 min.,6,11018
6852,Ahiru no Otegara,5.06,Adventure,2,1,1931,Unknown,Unknown,5,1 min.,6,9701
6855,Da Nao Tiangong,6.59,Adventure,2,1,1964,Unknown,Shanghai Animation Film Studio,2,1 hr. 54 min.,6,11089
6856,Aoi Chou,5.25,Music,6,1,5-Nov-08,Unknown,Unknown,0,4 min.,6,10306
6857,Momotarou no Umiwashi,5,"Military, Historical, Kids",2,1,25-Mar-43,Geijutsu Eigasha,Unknown,5,36 min.,6,9841
6861,Shui Naodai,6.14,"Sci-Fi, Dementia, Fantasy",4,1,17-Jun-09,Unknown,Unknown,5,14 min.,6,10072
6862,K-On!: Live House!,7.83,"Comedy, Music, School, Slice of Life",4,1,19-Jan-10,"Pony Canyon, Movic",Kyoto Animation,7,23 min.,5,1197
6864,xxxHOLiC Rou,8.23,"Mystery, Supernatural",0,2,"Apr 23, 2010 to Mar 9, 2011",Kodansha,Production I.G,0,35 min. per ep.,5,2066
6867,Halo Legends,7.04,"Action, Drama, Military, Sci-Fi",5,9,"Nov 7, 2009 to Feb 16, 2010","Bee Train, Casio Entertainment","Bones, Production I.G, Studio 4°C, Toei Animation",9,16 min. per ep.,5,2787
6868,Wansa-kun,Unknown,Comedy,3,26,"Apr 2, 1973 to Sep 24, 1973",Unknown,Mushi Production,4,25 min. per ep.,4,11959
6872,Cyborg 009,6.1,"Action, Adventure, Drama, Sci-Fi, Shounen",2,1,21-Jul-66,Unknown,Toei Animation,4,1 hr. 5 min.,6,8187
6875,Iron Man,6.1,"Action, Mecha, Drama",3,12,"Oct 1, 2010 to Dec 17, 2010",Unknown,Madhouse,13,24 min. per ep.,5,3322
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.54,"Adventure, Comedy, Fantasy, Kids",4,1,18-Jul-03,Nintendo,OLM,9,20 min.,4,4712
6878,Usavich Special,6.43,"Adventure, Comedy",4,1,31-Oct-08,Unknown,Kanaban Graphics,0,1 min.,6,9151
6880,Deadman Wonderland,7.22,"Action, Horror, Sci-Fi, Shounen, Supernatural",3,12,"Apr 17, 2011 to Jul 3, 2011","Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC",Manglobe,4,24 min. per ep.,2,79
6882,Hatsukoi Limited.: Gentei Shoujo,6.71,"Comedy, Ecchi, School, Shounen",4,6,"Jul 24, 2009 to Dec 23, 2009",Unknown,J.C.Staff,4,4 min. per ep.,5,4149
6883,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,6.56,"Fantasy, Comedy, Supernatural",4,1,26-Mar-10,Unknown,Zexcs,9,24 min.,5,7235
6884,Ookami to Koushinryou II: Holo no Short Anime,7.06,Fantasy,4,2,"Oct 7, 2009 to Nov 4, 2009",Unknown,"Brain's Base, Marvy Jack",8,3 min. per ep.,5,2201
6885,Sora no Manimani Specials,6.57,"Slice of Life, Comedy, School, Seinen",4,3,"Sep 2, 2009 to Dec 16, 2009",Studio Comet,Unknown,4,2 min. per ep.,5,6300
6889,Time Bokan Series: Zenderman,5.96,"Action, Sci-Fi, Adventure, Comedy, Super Power, Mecha",3,52,"Feb 3, 1979 to Jan 26, 1980",Unknown,Tatsunoko Production,0,24 min. per ep.,5,11263
6890,Ontama!,6.76,"Slice of Life, Magic, Comedy, Seinen",5,5,"Aug 7, 2009 to Nov 6, 2009",Unknown,Encourage Films,4,11 min. per ep.,6,8444
6891,Soukan Yuugi 2,6.4,Hentai,0,2,"Sep 11, 2009 to Dec 11, 2009","Digital Works, Y.O.U.C",Unknown,3,30 min. per ep.,1,6853
6892,Yokorenbo: Immoral Mother,6.83,Hentai,0,2,"Sep 25, 2009 to Nov 23, 2009",Unknown,Suzuki Mirano,3,30 min. per ep.,1,5246
6893,Oni Chichi,7,Hentai,0,2,"Oct 30, 2009 to May 28, 2010",Unknown,PoRO,3,30 min. per ep.,1,2327
6895,Hakuouki,7.41,"Action, Historical, Supernatural, Drama, Samurai, Josei",3,12,"Apr 4, 2010 to Jun 20, 2010",Unknown,Studio Deen,3,23 min. per ep.,2,1040
6896,Pandora Hearts Omake,7.37,Comedy,4,9,"Jul 24, 2009 to Mar 25, 2010","Square Enix, flying DOG",Xebec,4,4 min. per ep.,5,2509
6899,Stitch!: Itazura Alien no Daibouken,6.13,"Adventure, Comedy, Kids, Sci-Fi",3,29,"Oct 13, 2009 to Jun 29, 2010",Tohokushinsha Film Corporation,Madhouse,13,25 min. per ep.,6,9242
6900,Tamagotchi!,6.3,"Comedy, Kids",3,143,"Oct 12, 2009 to Sep 3, 2012",Unknown,OLM Digital,9,25 min. per ep.,6,10343
6901,Battle Spirits: Shounen Gekiha Dan,6.98,"Game, Military, Adventure, Magic",3,50,"Sep 13, 2009 to Sep 5, 2010",Unknown,Sunrise,12,23 min. per ep.,4,8230
6902,Saikyou Bushouden: Sangoku Engi,6.83,Historical,3,52,"Apr 4, 2010 to Mar 27, 2011","Hisashishi Videos, TOMY Company","Future Planet, Beijing Huihuang Animation Company",2,25 min. per ep.,5,8693
6903,Prima Donna Mai,4.75,Hentai,0,1,21-Dec-01,Obtain Future,Unknown,0,28 min.,1,10697
6904,Hellsing: Digest for Freaks,7.67,"Action, Horror, Military, Seinen, Super Power, Supernatural, Vampire",0,1,22-Jan-06,Unknown,Satelight,4,28 min.,2,2748
6907,Mikan-Seijin,5.84,Comedy,3,26,1992,Unknown,Unknown,0,22 sec. per ep.,6,12330
6909,Jungle Taitei: Yuuki ga Mirai wo Kaeru,6.9,Adventure,4,1,5-Sep-09,Fuji TV,Tezuka Productions,4,1 hr. 46 min.,6,8976
6917,Tsuideni Tonchinkan,Unknown,Comedy,3,43,"Oct 10, 1987 to Oct 1, 1988","Studio Comet, Nihon Ad Systems, Fuji TV",Unknown,0,25 min. per ep.,6,12000
6918,Wolverine,6.1,"Action, Martial Arts, Super Power",3,12,"Jan 7, 2011 to Mar 25, 2011",Unknown,Madhouse,13,23 min. per ep.,5,3501
6919,X-Men,6.37,"Action, Drama, Super Power",3,12,"Apr 1, 2011 to Jun 24, 2011","Sony Pictures Entertainment, Atelier Musa",Madhouse,13,23 min. per ep.,5,3454
6920,Blade,6.24,"Action, Drama, Horror, Vampire",3,12,"Jul 1, 2011 to Sep 16, 2011",Unknown,Madhouse,13,24 min. per ep.,2,3410
6922,Fate/stay night Movie: Unlimited Blade Works,7.41,"Action, Fantasy, Magic, Supernatural",2,1,23-Jan-10,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes, CREi",Studio Deen,3,1 hr. 40 min.,5,849
6927,Higashi no Eden: Air Communication,7.62,"Mystery, Comedy, Romance",2,1,26-Sep-09,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment",Production I.G,5,2 hr. 3 min.,5,3004
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,7.16,"Adventure, Comedy, Fantasy, Kids",2,1,7-Mar-09,TV Asahi,Shin-Ei Animation,0,1 hr. 38 min.,4,7549
6932,Kemono to Chat,6.08,Comedy,0,1,23-Oct-09,Usagi Ou,Indeprox,7,28 min.,5,9316
6935,Enkinhou no Hako: Hakase no Sagashimono,5.23,Slice of Life,4,1,1990,"Yamamura Animation, Inc.",Unknown,0,4 min.,6,10267
6937,Hermes: Ai wa Kaze no Gotoku,5.29,"Drama, Fantasy",2,1,12-Apr-97,Unknown,Unknown,2,1 hr. 54 min.,5,10761
6939,Eien no Hou,5.41,"Sci-Fi, Fantasy",2,1,30-Sep-06,Group TAC,Unknown,5,1 hr. 53 min.,6,10392
6941,Toriko: Jump Super Anime Tour 2009 Special,7.04,"Action, Super Power, Adventure, Comedy, Shounen",4,1,12-Oct-09,Unknown,ufotable,4,27 min.,5,5746
6942,Marine Snow no Densetsu,Unknown,Sci-Fi,4,1,12-Aug-80,Unknown,Unknown,0,1 hr. 34 min.,6,12229
6945,Gintama: Shiroyasha Koutan,8.34,"Action, Sci-Fi, Comedy, Historical, Parody",4,1,21-Sep-08,Unknown,Sunrise,4,10 min.,5,2176
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,6.94,"Comedy, Game, Parody, Seinen",0,3,26-Feb-10,Studio Mausu,TYO Animations,4,8 min. per ep.,2,4594
6947,Uchurei!,5.68,"Comedy, Sci-Fi, Slice of Life",3,12,"Aug 9, 2009 to Sep 19, 2009",AC Create,Robot Communications,0,3 min. per ep.,5,10162
6948,Bakemonogatari Recap,7.31,"Mystery, Romance, Supernatural",4,1,7-Aug-09,Unknown,Shaft,8,24 min.,2,2393
6950,Aos,3.69,"Fantasy, Dementia",2,1,1964,Kuri Jikken Manga Kobo,Unknown,5,9 min.,3,8820
6951,Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,7.13,"Game, Adventure, Shounen",2,1,23-Jan-10,"TV Tokyo, Nihon Ad Systems",Gallop,4,49 min.,5,2642
6953,Ningen Doubutsuen,2.77,Dementia,2,1,1962,Kuri Jikken Manga Kobo,Unknown,5,2 min.,5,7645
6954,Kara no Kyoukai 8: Shuushou,7.21,Mystery,4,1,2-Feb-11,Unknown,ufotable,8,33 min.,5,1557
6956,Working!!,7.7,"Comedy, Romance, Seinen, Slice of Life",3,13,"Apr 4, 2010 to Jun 27, 2010","Aniplex, Rakuonsha",A-1 Pictures,7,24 min. per ep.,5,375
6958,Hyakko Extra,6.77,Comedy,0,1,8-Oct-09,Unknown,Nippon Animation,4,9 min.,5,5026
6959,GA: Geijutsuka Art Design Class: Aozora ga Kakitai,7.09,"Slice of Life, Comedy, School, Seinen",0,1,2-Apr-10,Unknown,AIC PLUS+,7,24 min.,5,6921
6964,Yuu☆Yuu☆Hakusho Picture Drama,6.62,"Action, Martial Arts, Comedy, Demons, Shounen",4,1,27-Oct-09,Unknown,Studio Pierrot,4,6 min.,5,5167
6965,Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,6.21,"Adventure, Comedy",2,1,17-Jul-93,Unknown,Unknown,0,53 min.,6,12678
6970,Choujin Sentai Baratack,6.25,"Sci-Fi, Adventure, Mecha",3,31,"Jul 3, 1977 to Mar 5, 1978",Unknown,Toei Animation,0,25 min. per ep.,5,11272
6971,Gegege no Kitarou (1971),6.45,"Adventure, Super Power, Demons, Supernatural",3,45,"Oct 7, 1971 to Sep 28, 1972",Unknown,Toei Animation,4,25 min. per ep.,6,9172
6973,Senkou no Night Raid,6.88,"Action, Military, Historical, Super Power",3,13,"Apr 6, 2010 to Jun 29, 2010","TV Tokyo, Aniplex",A-1 Pictures,5,23 min. per ep.,2,2568
6974,Seikimatsu Occult Gakuin,7.07,"Sci-Fi, Mystery, Comedy, Supernatural, School",3,13,"Jul 6, 2010 to Sep 28, 2010","Aniplex, Xebec, TV Tokyo Music",A-1 Pictures,5,24 min. per ep.,2,1529
6975,Koro no Dai Sanpo,6.5,Adventure,4,1,1-Oct-01,Unknown,Studio Ghibli,5,14 min.,6,8413
6978,Kyoufu Densetsu Kaiki! Frankenstein,5.54,"Sci-Fi, Horror, Drama",4,1,27-Jul-81,Unknown,Toei Animation,0,1 hr. 51 min.,2,9864
6979,Shukufuku no Campanella,6.31,"Adventure, Fantasy, Harem, Magic",3,12,"Jul 3, 2010 to Sep 18, 2010",Delfi Sound,AIC,3,24 min. per ep.,3,3124
