2826,Oz no Mahoutsukai (1986),6.73,"Adventure, Kids, Fantasy",TV,52,"Oct 6, 1986 to Sep 28, 1987",TV Tokyo,"Panmedia, Meruhensha",Book,25 min. per ep.,G - All Ages,8948
2827,Calimero,6.23,Comedy,TV,45,"Oct 15, 1974 to Sep 30, 1975",Unknown,Toei Animation,Unknown,25 min. per ep.,G - All Ages,7487
2828,Ie Naki Ko,7.79,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,"Oct 2, 1977 to Oct 1, 1978",Unknown,"Madhouse, TMS Entertainment",Novel,24 min. per ep.,G - All Ages,4827
2829,Ie Naki Ko Remy,7.93,"Adventure, Slice of Life, Historical, Drama",TV,23,"Sep 1, 1996 to Mar 23, 1997",Fuji TV,Nippon Animation,Novel,23 min. per ep.,G - All Ages,4112
2830,Chibikko Remi to Meiken Kapi,5.87,"Slice of Life, Adventure, Drama",Movie,1,17-Mar-70,Unknown,Toei Animation,Unknown,1 hr. 21 min.,G - All Ages,11196
2831,Ie Naki Ko (Movie),6.53,"Slice of Life, Adventure, Drama",Movie,1,15-Mar-80,Tokyo Movie Shinsha,Unknown,Unknown,1 hr. 36 min.,PG - Children,10568
2832,Ani*Kuri15,6.79,"Slice of Life, Adventure, Fantasy, Magic, Game, Martial Arts, Comedy, Mecha, Super Power, Supernatural, School, Drama, Sci-Fi",Special,15,"Jun 7, 2007 to Jun 27, 2007",Unknown,"Gonzo, Gainax, Production I.G, Madhouse, Studio 4°C, Satelight, CoMix Wave Films",Original,1 min. per ep.,PG-13 - Teens 13 or older,3724
2833,Gulliver no Uchuu Ryokou,5.86,"Adventure, Sci-Fi",Movie,1,20-Mar-65,Unknown,Toei Animation,Unknown,1 hr. 20 min.,G - All Ages,10187
2834,Miracle☆Girls,7.12,"Drama, Magic, Shoujo",TV,51,"Jan 8, 1993 to Dec 24, 1993",Asatsu DK,Japan Taps,Manga,24 min. per ep.,G - All Ages,7285
2835,Patalliro!,7.29,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",TV,49,"Apr 9, 1982 to May 13, 1983",Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6170
2836,Chiisana Viking Vickie,6.58,"Adventure, Comedy, Historical, Kids",TV,78,"Apr 3, 1974 to Sep 24, 1975",Mushi Production,Nippon Animation,Unknown,24 min. per ep.,G - All Ages,8200
2837,Ariel Deluxe,5.6,"Action, Comedy, Mecha, Sci-Fi",OVA,2,"Jan 21, 1991 to Apr 21, 1991",animate Film,J.C.Staff,Novel,42 min. per ep.,PG-13 - Teens 13 or older,10009
2838,Toushin Toshi II,5.78,"Adventure, Fantasy, Hentai, Romance",OVA,3,"Dec 19, 1997 to Jun 27, 1998","Pink Pineapple, AIC",Unknown,Visual novel,30 min. per ep.,Rx - Hentai,10179
2839,Ariel Visual,5.45,"Action, Comedy, Mecha, Sci-Fi",OVA,2,"Jul 21, 1989 to Aug 21, 1989",animate Film,J.C.Staff,Novel,28 min. per ep.,PG-13 - Teens 13 or older,9666
2840,Youkoso Lodoss-tou e!,6.13,"Comedy, Parody",Movie,1,25-Apr-98,AIC,Unknown,Unknown,35 min.,G - All Ages,9287
2841,Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,6.72,Hentai,OVA,2,"Apr 29, 2005 to Jun 24, 2005","Green Bunny, Shinkuukan",Unknown,Visual novel,30 min. per ep.,Rx - Hentai,4969
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,6.5,"Adventure, Fantasy",Special,1,8-Sep-06,Nintendo of America,OLM,Game,20 min.,PG - Children,4467
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,7.26,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,15-Jul-07,Studio Jack,OLM,Game,1 hr. 30 min.,PG - Children,1622
2848,Kappa no Coo to Natsuyasumi,7.53,"Adventure, Demons, Shounen",Movie,1,28-Jul-07,"Dentsu, TV Asahi, Shochiku, Sony Music Entertainment, Dentsu Tec, Imagine",Shin-Ei Animation,Original,2 hr. 21 min.,PG - Children,4400
2851,Ninkuu (Movie),6.14,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",Movie,1,15-Jul-95,Unknown,Studio Pierrot,Manga,26 min.,G - All Ages,9808
2852,Accelerando: Datenshi-tachi no Sasayaki,6.86,Hentai,OVA,4,"Jan 26, 2007 to Feb 26, 2010",Pink Pineapple,Flavors Soft,Manga,28 min. per ep.,Rx - Hentai,4623
2858,Ikusa Otome Valkyrie,6.2,Hentai,OVA,2,"Dec 24, 2004 to Jan 28, 2005","Kitty Films, Himajin Planning",Unknown,Visual novel,30 min. per ep.,Rx - Hentai,5990
2859,Ikusa Otome Valkyrie Shinshou,6.14,Hentai,OVA,2,"Feb 24, 2006 to May 25, 2007",Himajin Planning,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,7535
2861,Seifuku Shojo The Animation,6.27,Hentai,OVA,2,"Feb 27, 2004 to May 28, 2004","Pink Pineapple, Soft Garage",Unknown,Manga,30 min. per ep.,Rx - Hentai,6925
2862,Tokineiro,5.12,Hentai,OVA,2,"Jul 30, 2004 to Oct 29, 2004",Discovery,AT-2,Visual novel,30 min. per ep.,Rx - Hentai,7378
2863,21-ji no Onna: Newscaster Katsuragi Miki,5.81,Hentai,OVA,3,"Apr 21, 2001 to Nov 21, 2001",Milky Animation Label,Unknown,Manga,30 min. per ep.,Rx - Hentai,7521
2864,2x1,5.25,Hentai,OVA,2,"Feb 25, 1998 to Mar 25, 1998",NuTech Digital,Unknown,Unknown,24 min. per ep.,Rx - Hentai,8378
2866,Ane☆Haramix,6.81,Hentai,OVA,4,"Aug 26, 2006 to Sep 15, 2007","Pixy, Studio Ten Carat, Anime Antenna Iinkai",Unknown,Visual novel,26 min. per ep.,Rx - Hentai,4561
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,6.98,Hentai,OVA,2,"Dec 22, 2006 to Mar 23, 2007",Pink Pineapple,T-Rex,Visual novel,30 min. per ep.,Rx - Hentai,4394
2868,Kazama Mana,6.17,Hentai,OVA,1,25-Aug-06,Kitty Media,Flavors Soft,Visual novel,30 min.,Rx - Hentai,6377
2869,Nanase Ren,6.15,Hentai,OVA,1,4-Dec-05,Animax,Flavors Soft,Visual novel,35 min.,Rx - Hentai,6388
2870,Yagami Yuu,6.38,Hentai,OVA,1,21-Dec-06,Unknown,Flavors Soft,Visual novel,30 min.,Rx - Hentai,5878
2871,Bakunyuu Oyako,6.25,"Hentai, School",OVA,2,"Jun 11, 2004 to Sep 10, 2004","Digital Works, Y.O.U.C",Unknown,Visual novel,29 min. per ep.,Rx - Hentai,5064
2872,Asgaldh: The Distortion Testament,5.72,Hentai,OVA,3,"Oct 26, 2001 to Apr 5, 2002",Discovery,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,8368
2873,Bible Black Only Version,6.8,Hentai,OVA,2,"Jul 25, 2005 to Apr 25, 2006","Milky Animation Label, Kitty Films, Active",Studio Jam,Visual novel,30 min. per ep.,Rx - Hentai,4054
2874,Charm Point 1: Sister's Rondo,5.56,Hentai,OVA,1,30-Nov-99,Unknown,Unknown,Manga,29 min.,Rx - Hentai,9585
2875,Chikan Monogatari,6.23,Hentai,OVA,2,"Aug 11, 2006 to Jan 12, 2007",Y.O.U.C,Unknown,Original,30 min. per ep.,Rx - Hentai,6523
2876,Hoshi no Orpheus,5.34,"Fantasy, Kids",Movie,1,27-Oct-79,Sanrio,Unknown,Unknown,1 hr. 20 min.,PG - Children,11327
2881,Chinmoku no Kantai,6.32,"Action, Military, Drama, Seinen",OVA,3,"Dec 18, 1995 to Jan 25, 1998",Unknown,Sunrise,Manga,30 min. per ep.,PG-13 - Teens 13 or older,9048
2882,Anime Oyako Gekijou,5.99,"Kids, Adventure, Fantasy, Historical, Sci-Fi",TV,26,"Oct 9, 1981 to Mar 29, 1982",Unknown,Tatsunoko Production,Original,24 min. per ep.,G - All Ages,9132
2883,Iyashite Agerun Saiyuuki,6.44,"Hentai, Parody",OVA,1,23-Feb-07,Oz,Unknown,Manga,33 min.,Rx - Hentai,6323
2884,Aachi wa Ssipak,6.67,"Action, Comedy",Movie,1,28-Jun-06,Unknown,Unknown,Original,1 hr. 28 min.,R+ - Mild Nudity,5232
2885,Ganbare Goemon,6.09,"Comedy, Shounen",TV,23,"Oct 4, 1997 to Mar 28, 1998",Konami,Unknown,Game,24 min. per ep.,G - All Ages,10075
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.45,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Movie,1,22-Dec-07,Shueisha,Studio Pierrot,Manga,1 hr. 32 min.,PG-13 - Teens 13 or older,750
2890,Gake no Ue no Ponyo,7.89,"Adventure, Fantasy",Movie,1,19-Jul-08,"Dentsu, d-rights, Toho",Studio Ghibli,Original,1 hr. 41 min.,G - All Ages,366
2891,Iblard Jikan,6.95,Fantasy,OVA,1,4-Jul-07,Unknown,Studio Ghibli,Other,30 min.,G - All Ages,3800
2892,Hakushon Daimaou,6.09,"Comedy, Fantasy",TV,52,"Oct 5, 1969 to Sep 27, 1970",Unknown,Tatsunoko Production,Original,24 min. per ep.,G - All Ages,9561
2894,Kinbaku no Yakata: Ryakudatsu,5.43,Hentai,OVA,2,"Feb 18, 2000 to May 18, 2000",Digital Works,Unknown,Unknown,30 min. per ep.,Rx - Hentai,8708
2895,Kujiratori,6.29,Adventure,Movie,1,1-Oct-01,Unknown,Studio Ghibli,Picture book,16 min.,G - All Ages,7767
2896,Houkago: Nureta Seifuku,6.42,Hentai,OVA,3,"Jan 25, 2005 to Sep 25, 2005","Milky Animation Label, T-Rex, JapanAnime",Unknown,Visual novel,29 min. per ep.,Rx - Hentai,5366
2897,Nandarou,5.23,Comedy,Special,1,1-Nov-92,Unknown,Studio Ghibli,Unknown,1 min.,PG - Children,8091
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,7.19,Mystery,Special,1,2-Aug-07,"Geneon Universal Entertainment, Frontier Works, Sotsu",Studio Deen,Light novel,23 min.,PG-13 - Teens 13 or older,1889
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,7.12,"Action, Comedy, Mystery, Police",Movie,1,23-Dec-99,Unknown,Gallop,Manga,1 hr. 34 min.,PG-13 - Teens 13 or older,9408
2903,Sakigake!! Otokojuku,7.38,"Action, Comedy, Martial Arts, School, Shounen",TV,34,"Feb 25, 1988 to Nov 14, 1988",Lantis,Toei Animation,Manga,24 min. per ep.,R - 17+ (violence & profanity),4889
2904,Code Geass: Hangyaku no Lelouch R2,8.91,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",TV,25,"Apr 6, 2008 to Sep 28, 2008","Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),36
2905,Ikkitousen: Dragon Destiny Specials,6.65,"Super Power, Ecchi, Martial Arts, School",Special,6,"Jun 24, 2007 to Nov 24, 2007",Genco,Unknown,Unknown,3 min. per ep.,R+ - Mild Nudity,3643
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,6.01,"Action, Sci-Fi, Space, Mecha",OVA,1,5-Jun-88,Tokyo Movie Shinsha,Unknown,Unknown,56 min.,R+ - Mild Nudity,11185
2907,Cyborg Kuro-chan,7.1,"Comedy, Sci-Fi",TV,66,"Oct 2, 1999 to Jan 6, 2001","Public & Basic, Imagine",Studio Bogey,Manga,25 min. per ep.,PG - Children,5923
2910,Koi Koi 7 Specials,5.92,"Comedy, Ecchi",Special,7,"Jul 22, 2005 to Jan 27, 2006",Studio Flag,Unknown,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,8661
2911,Kyoushirou to Towa no Sora Specials,6.55,"Drama, Magic, Romance, Shounen",Special,6,"Jul 3, 2007 to Aug 13, 2007",Unknown,TNK,Manga,5 min. per ep.,PG-13 - Teens 13 or older,6452
2912,Ohayou! Spank,6.6,"Slice of Life, Comedy",TV,63,"Mar 7, 1981 to May 29, 1982",Asahi Broadcasting,TMS Entertainment,Manga,25 min. per ep.,G - All Ages,9112
2913,Daisougen no Chiisana Tenshi: Bush Baby,7.01,"Adventure, Drama",TV,40,"Jan 12, 1992 to Dec 20, 1992",Fuji TV,Nippon Animation,Novel,24 min. per ep.,G - All Ages,8811
2915,Chikyuu ga Ugoita Hi,6.42,"Drama, Historical",Movie,1,22-Jul-97,"Magic Capsule, Kyodo Eiga, Orix, GoGo Visual Planning, Company AZA",Tama Production,Novel,1 hr. 15 min.,PG - Children,9842
2916,Genki Bakuhatsu Ganbaruger,6.75,"Mecha, Shounen",TV,47,"Apr 1, 1992 to Feb 24, 1993","TV Tokyo, Yomiuri Advertising",Sunrise,Original,24 min. per ep.,PG - Children,10765
2917,Seijun Kango Gakuin,6.23,"Comedy, Hentai",OVA,3,"Oct 25, 2002 to May 30, 2003",Discovery,AT-2,Visual novel,30 min. per ep.,Rx - Hentai,7608
2920,Ashita no Joe (Movie),7.12,"Action, Drama, Shounen, Sports",Movie,1,8-Mar-80,Unknown,Mushi Production,Unknown,2 hr. 33 min.,PG-13 - Teens 13 or older,7124
2921,Ashita no Joe 2,8.67,"Action, Drama, Shounen, Slice of Life, Sports",TV,47,"Oct 13, 1980 to Aug 31, 1981",Annapuru,Tokyo Movie Shinsha,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2966
2922,Ashita no Joe 2 (Movie),7.27,"Drama, Sports",Movie,1,4-Jul-81,Unknown,Tokyo Movie Shinsha,Unknown,1 hr. 52 min.,PG-13 - Teens 13 or older,7564
2923,Shugo Chara!,7.43,"Comedy, Magic, School, Shoujo",TV,51,"Oct 6, 2007 to Sep 27, 2008","TV Tokyo, Sotsu, Pony Canyon",Satelight,Manga,24 min. per ep.,PG - Children,817
2924,ef: A Tale of Memories.,7.95,"Mystery, Drama, Romance",TV,12,"Oct 7, 2007 to Dec 23, 2007",Rondo Robe,Shaft,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,664
2926,Myself; Yourself,7.21,"Drama, Romance, School",TV,13,"Oct 3, 2007 to Dec 26, 2007","Marvelous, Pony Canyon, Happinet Pictures, 5pb.",Doga Kobo,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,902
2927,KimiKiss Pure Rouge,7.33,"Drama, Romance, School",TV,24,"Oct 7, 2007 to Mar 23, 2008","Bandai Visual, Lantis",J.C.Staff,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,1665
2928,.hack//G.U. Returner,6.72,"Magic, Adventure, Fantasy, Game, Sci-Fi, Drama",OVA,1,18-Jan-07,"Bandai Visual, CyberConnect2",Bee Train,Game,24 min.,PG-13 - Teens 13 or older,3697
2929,Moonlight Mile 2nd Season: Touch Down,7.36,"Adventure, Drama, Sci-Fi, Space",TV,14,"Sep 13, 2007 to Dec 13, 2007",Unknown,Studio Hibari,Manga,25 min. per ep.,R+ - Mild Nudity,6964
2930,Tensai? Dr. Hamax,Unknown,Comedy,TV,12,"Oct 6, 2007 to Dec 22, 2007","Trans Arts, Tohokushinsha Film Corporation",Production I.G,Original,23 min. per ep.,G - All Ages,14501
2931,Mokke,7.07,"Slice of Life, Supernatural, Mystery",TV,24,"Oct 3, 2007 to Mar 16, 2008","Kodansha, Nagoya Broadcasting Network","Madhouse, Tezuka Productions",Manga,24 min. per ep.,PG - Children,4444
2933,Mirai Keisatsu Urashiman,6.64,"Action, Sci-Fi, Comedy, Police",TV,50,"Jan 9, 1983 to Dec 24, 1983",Fuji TV,Tatsunoko Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,9227
2934,Shiawase Sou no Okojo-san,6.51,Comedy,TV,51,"Oct 2, 2001 to Sep 24, 2002","Sotsu, Radix",Unknown,Manga,25 min. per ep.,G - All Ages,8495
2935,Ryokan Shirasagi,6.12,Hentai,OVA,2,"Jun 27, 2003 to Apr 30, 2004",Discovery,AT-2,Visual novel,30 min. per ep.,Rx - Hentai,8538
2936,Private Emotion,5.44,Hentai,OVA,2,"Mar 25, 2003 to Jul 25, 2003",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,9843
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,7.08,Shoujo,Special,1,5-Dec-93,Unknown,Toei Animation,Manga,17 min.,PG-13 - Teens 13 or older,4213
2938,Idol Densetsu Eriko,6.82,Music,TV,51,"Apr 3, 1989 to Mar 26, 1990","Youmex, Big West",Production Reed,Original,22 min. per ep.,PG-13 - Teens 13 or older,7080
2941,Elysium,5.37,"Action, Mecha, Sci-Fi",Movie,1,15-Aug-03,Unknown,Unknown,Unknown,1 hr. 26 min.,PG-13 - Teens 13 or older,9942
2942,Sketchbook: Full Color's,7.39,"Slice of Life, Comedy",TV,13,"Oct 2, 2007 to Dec 25, 2007","Media Factory, Shochiku, AT-X, TV Tokyo Music, TYO, Mag Garden",Hal Film Maker,4-koma manga,23 min. per ep.,G - All Ages,3273
2943,Inbaku Gakuen,6.28,"Hentai, School",OVA,3,"Jun 25, 2002 to May 27, 2003","NuTech Digital, JapanAnime",Studio Jam,Manga,30 min. per ep.,Rx - Hentai,6828
2944,Seisai,5.4,"Dementia, Fantasy, Hentai, Horror",OVA,2,"Jan 10, 2003 to Apr 11, 2003",Unknown,Y.O.U.C,Visual novel,30 min. per ep.,Rx - Hentai,7626
2945,Hitozuma Ryoujoku Sankanbi,6.24,Hentai,OVA,2,"Feb 25, 2005 to May 25, 2005","Milky Animation Label, JapanAnime",Unknown,Original,30 min. per ep.,Rx - Hentai,6795
2946,Angel Core: Tenshi-tachi no Sumika,5.62,"Action, Mecha, Hentai, Military, Historical",OVA,2,"Jan 25, 2003 to Apr 25, 2003",Blue Eyes,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,6622
2947,Ojamajo Doremi Sharp Movie,7.11,"Kids, Magic, Shoujo",Movie,1,8-Jul-00,Unknown,Toei Animation,Unknown,27 min.,G - All Ages,7137
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,7.15,"Kids, Magic, Shoujo",Movie,1,14-Jul-01,Unknown,Toei Animation,Unknown,26 min.,G - All Ages,7153
2950,Doubutsu no Mori,7.08,"Kids, Slice of Life",Movie,1,16-Dec-06,"Studio Jack, Nippon Television Network",OLM,Game,1 hr. 27 min.,G - All Ages,3586
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,8.08,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen",Special,1,24-Sep-05,"Audio Highs, Miracle Robo",Sunrise,Manga,32 min.,PG-13 - Teens 13 or older,2380
2952,Final Fantasy VII: Advent Children Complete,7.96,"Action, Fantasy, Super Power",OVA,1,16-Apr-09,Unknown,Square Enix,Game,2 hr. 6 min.,PG-13 - Teens 13 or older,1256
2953,Egao,6.51,"Music, Slice of Life, Kids",Music,1,"Apr, 2003",NHK,Unknown,Original,2 min.,G - All Ages,4565
2954,Maria-sama ga Miteru 3rd Specials,7.35,Comedy,Special,5,"Dec 29, 2006 to Jul 25, 2007",Unknown,Studio Deen,Light novel,2 min. per ep.,PG - Children,5863
2955,Hana no Joshi Announcer: Newscaster Etsuko,6.46,Hentai,OVA,2,"Jun 25, 2004 to Sep 24, 2004",Discovery,AT-2,Original,26 min. per ep.,Rx - Hentai,5342
2956,Shin-ban Megami Tantei Vinus File,5.79,Hentai,OVA,2,"Feb 27, 2004 to Aug 27, 2004",NuTech Digital,Unknown,Manga,30 min. per ep.,Rx - Hentai,9778
2957,Okusama wa Mahoutsukai,5.83,Hentai,OVA,2,"Dec 8, 2006 to Mar 9, 2007","Digital Works, Y.O.U.C",Unknown,Original,30 min. per ep.,Rx - Hentai,8196
2958,Hitozuma Cosplay Kissa,6,Hentai,OVA,2,"Mar 25, 2004 to Aug 25, 2004",Milky Animation Label,Unknown,Visual novel,26 min. per ep.,Rx - Hentai,6786
2959,Utsukushiki Sei no Dendoushi Reirei,5.49,"Hentai, Yuri",OVA,2,"Jul 8, 1994 to Sep 9, 1994",AIC,Unknown,Unknown,30 min. per ep.,Rx - Hentai,8686
2960,Kininaru Roommate,6.58,Hentai,OVA,2,"Feb 25, 2006 to Sep 25, 2006",Milky Animation Label,Unknown,Manga,30 min. per ep.,Rx - Hentai,6492
2961,Digimon Adventure Movie,7.57,"Action, Fantasy, Kids, Sci-Fi",Movie,1,6-Mar-99,Unknown,Toei Animation,Original,20 min.,PG - Children,1448
2962,Digimon Adventure 02 Movies,7.12,"Adventure, Fantasy, Kids, Sci-Fi",Movie,2,8-Jul-00,Bandai Visual,Toei Animation,Original,32 min. per ep.,PG - Children,2552
2963,Minami-ke,7.69,"Slice of Life, Comedy, School",TV,13,"Oct 8, 2007 to Dec 31, 2007","Starchild Records, Magic Capsule, Eye Move, Sunny Side Up",Daume,Manga,24 min. per ep.,PG-13 - Teens 13 or older,983
2964,Blue Drop: Tenshi-tachi no Gikyoku,6.73,"Sci-Fi, Drama, Shoujo Ai",TV,13,"Oct 3, 2007 to Dec 26, 2007","BeSTACK, Memory-Tech, Showgate",Gonzo,Manga,26 min. per ep.,PG-13 - Teens 13 or older,3174
2965,Suteki Tantei Labyrinth,6.74,"Mystery, Sci-Fi",TV,25,"Oct 3, 2007 to Mar 26, 2008",Sotsu,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5185
2966,Ookami to Koushinryou,8.27,"Adventure, Fantasy, Historical, Romance",TV,13,"Jan 9, 2008 to Mar 26, 2008","Victor Entertainment, Pony Canyon, Movic, Kadokawa Pictures Japan",Imagin,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,153
2967,Saishuu Shiken Kujira,5.06,"Comedy, Ecchi, Mystery, School, Supernatural",ONA,12,"Aug 25, 2007 to Nov 10, 2007",Starchild Records,Zexcs,Visual novel,5 min. per ep.,PG-13 - Teens 13 or older,6661
2969,Appleseed Saga Ex Machina,7.36,"Action, Mecha, Military, Sci-Fi",Movie,1,20-Oct-07,Sega,Digital Frontier,Unknown,1 hr. 44 min.,PG-13 - Teens 13 or older,2717
2970,Night Wizard,6.69,"Adventure, Fantasy, Magic, Shounen",TV,13,"Oct 3, 2007 to Dec 26, 2007",TYO,Hal Film Maker,Game,25 min. per ep.,PG-13 - Teens 13 or older,2786
2971,Kyou kara Maou! R,7.46,"Adventure, Comedy, Demons, Fantasy, Shoujo",OVA,5,"Oct 26, 2007 to Mar 28, 2008",Unknown,Studio Deen,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,3615
2972,Kindan no Mokushiroku: Crystal Triangle,4.62,"Adventure, Military, Demons, Mystery",OVA,1,22-Jul-87,"Movic, Sony Music Entertainment, Project Team Eikyuu Kikan",animate Film,Original,1 hr. 26 min.,PG-13 - Teens 13 or older,9055
2973,Fire Tripper,6.62,"Fantasy, Sci-Fi",OVA,1,16-Dec-85,Unknown,Studio Pierrot,Manga,50 min.,R+ - Mild Nudity,7200
2974,The Humanoid: Ai no Wakusei Lezeria,4.83,"Space, Mecha, Drama, Sci-Fi",OVA,1,5-Mar-86,Toshiba EMI,Kaname Productions,Unknown,47 min.,PG-13 - Teens 13 or older,9071
2977,Youjuu Sensen Adventure Kid,5.32,"Fantasy, Hentai, Demons, Horror",OVA,3,"Jul 21, 1992 to Oct 21, 1993",Unknown,Unknown,Manga,35 min. per ep.,Rx - Hentai,8971
2978,Shin Getter Robo,7.35,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen",OVA,13,"Apr 9, 2004 to Sep 10, 2004","Bee Media, Dynamic Planning",Brain's Base,Original,24 min. per ep.,R - 17+ (violence & profanity),5355
2979,Akiko,5.36,Hentai,OVA,2,"Mar 15, 1996 to Jul 26, 1996","Pink Pineapple, Triple X",Unknown,Unknown,30 min. per ep.,Rx - Hentai,8521
2980,Kuusou Kagaku Sekai Gulliver Boy,6.44,"Action, Adventure, Fantasy, Magic, Mecha",TV,50,"Jan 8, 1995 to Dec 24, 1995",Unknown,Toei Animation,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,10218
2981,Chika Gentou Gekiga: Shoujo Tsubaki,5.25,"Drama, Historical, Horror",Movie,1,2-May-92,"Imagica, Mippei Eigeki Kiryuukan",Unknown,Manga,47 min.,R+ - Mild Nudity,2832
2982,Yuuwaku,6.56,"Hentai, School",OVA,2,"Jul 25, 2003 to Oct 31, 2003",Discovery,AT-2,Visual novel,30 min. per ep.,Rx - Hentai,6244
2983,Digital Devil Story: Megami Tensei,5.21,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School",OVA,1,25-Mar-87,"Movic, Tokuma Shoten, Tokuma Japan",animate Film,Light novel,45 min.,R - 17+ (violence & profanity),6131
2985,Majin Tantei Nougami Neuro,7.62,"Mystery, Comedy, Demons, Supernatural, Shounen",TV,25,"Oct 3, 2007 to Mar 26, 2008","VAP, Shueisha",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),2023
2986,Bamboo Blade,7.34,"Comedy, School, Seinen, Sports",TV,26,"Oct 2, 2007 to Apr 1, 2008","Square Enix, d-rights, Studio Tulip, KlockWorx, flying DOG",AIC ASTA,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1664
2987,Ginga Hyouryuu Vifam,7.13,"Action, Sci-Fi, Adventure, Space, Mecha",TV,46,"Oct 21, 1983 to Sep 21, 1984",Unknown,Sunrise,Original,25 min. per ep.,G - All Ages,7820
2988,Mahou Shoujo Ai,6.54,"Action, Hentai, Horror, Supernatural",OVA,5,"Aug 25, 2003 to Feb 25, 2005","Milky Animation Label, Shinkuukan, JapanAnime",Unknown,Visual novel,30 min. per ep.,Rx - Hentai,5539
2989,Classmate no Okaasan,6.03,"Hentai, School",OVA,2,"Apr 13, 2007 to Jul 13, 2007",Y.O.U.C,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,6568
2990,Mini Skirt Gakuen,4.54,Hentai,OVA,1,21-Dec-01,Obtain Future,Unknown,Original,19 min.,Rx - Hentai,9929
2991,Harumi-chan no Oita,5.22,Hentai,OVA,1,16-Mar-01,"Adult Source Media, Obtain Future",Unknown,Unknown,23 min.,Rx - Hentai,8076
2993,Rosario to Vampire,6.84,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen",TV,13,"Jan 3, 2008 to Mar 27, 2008","GDH, Yomiko Advertising, Happinet Pictures, Atelier Musa, Shueisha, Sotsu Music Publishing, Imagine",Gonzo,Manga,25 min. per ep.,R+ - Mild Nudity,208
2994,Death Note: Rewrite,7.71,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2,"Aug 31, 2007 to Aug 22, 2008",Shueisha,Madhouse,Manga,1 hr. 52 min. per ep.,R - 17+ (violence & profanity),965
2997,Hi no Tori: Houou-hen,6.88,"Historical, Drama, Fantasy",Movie,1,20-Dec-86,"Tezuka Productions, Toho, Tohokushinsha Film Corporation",Madhouse,Manga,1 hr.,R+ - Mild Nudity,8071
2998,Hi no Tori: Uchuu-hen,6.96,"Sci-Fi, Space, Drama, Fantasy",OVA,1,21-Dec-87,"Kadokawa Shoten, Tezuka Productions, Tohokushinsha Film Corporation",Madhouse,Manga,48 min.,PG-13 - Teens 13 or older,8471
2999,Hi no Tori: Yamato-hen,6.78,"Drama, Historical",OVA,1,1-Aug-87,"Kadokawa Shoten, Tezuka Productions, Tohokushinsha Film Corporation",Madhouse,Manga,48 min.,PG-13 - Teens 13 or older,8872
